"0","1","2","3","4","5","6","7","8"
"Universitas Muhammadiyah Purwokerto","Pendidikan Ilmu Pengetahuan Sosial","S2","06","7899/SK/BAN-PT/Akred/M/XII/2020","2020","B","2025-12-01","Masih berlaku"
"Politeknik Negeri Samarinda","Teknik Komputer","D-III","","7865/SK/BAN-PT/Akred/Dipl-III/XII/2020","2020","B","2025-12-01","Masih berlaku"
"IAIN Ambon","Pengembangan Masyarakat Islam","S1","","7916/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-01","Masih berlaku"
"Universitas Doktor Nugroho Magetan","Pendidikan Bahasa Inggris","S1","07","7913/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-01","Masih berlaku"
"Universitas Muhammadiyah Palangka Raya","Pendidikan Agama Islam","S1","11","7867/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-01","Masih berlaku"
"Institut Pesantren Sunan Drajat Lamongan","Hukum Tatanegara (Siyasah)","S1","","7945/SK/BAN-PT/Akred/S/XII/2020","2020","C","2025-12-01","Masih berlaku"
"STP- IPI Malang","Pendidikan Dan Pengajaran Agama Katolik","S1","","7927/SK/BAN-PT/Akred/S/XII/2020","2020","C","2025-12-01","Masih berlaku"
"Universitas Islam Negeri Sunan Gunung Djati","Ekonomi Syariah","S1","","7914/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-01","Masih berlaku"
"Universitas Muhammadiyah Jember","Ilmu Pemerintahan","S1","07","7856/SK/BAN-PT/Akred/S/XII/2020","2020","A","2025-12-01","Masih berlaku"
"Sekolah Tinggi Ilmu Ekonomi Gema Widya Bangsa","Akuntansi","S1","04","7886/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-01","Masih berlaku"
"Sekolah Tinggi Manajemen Informatika Dan Komputer Bina Adinata","Sistem Komputer","S1","09","7961/SK/BAN-PT/Akred/S/XII/2020","2020","Baik","2025-12-01","Masih berlaku"
"Institut Agama Hindu Negeri Tampung Penyang Palangka Raya","Hukum Adat","S1","","7921/SK/BAN-PT/Akred/S/XII/2020","2020","Baik","2025-12-01","Masih berlaku"
"Universitas Proklamasi  45","Teknik  Industri","S1","05","7960/SK/BAN-PT/Akred/S/XII/2020","2020","Baik","2025-12-01","Masih berlaku"
"Universitas Alkhairaat","Sastra Indonesia","S1","16","7935/SK/BAN-PT/Akred/S/XII/2020","2020","Baik","2025-12-01","Masih berlaku"
"STKIP Muhammadiyah Manokwari","Pendidikan Guru Sekolah Dasar","S1","14","7922/SK/BAN-PT/Akred/S/XII/2020","2020","Baik","2025-12-01","Masih berlaku"
"Politeknik Pariwisata Lombok","Pengaturan Perjalanan","D-IV","","7955/SK/BAN-PT/Akred/ST/XII/2020","2020","Baik","2025-12-01","Masih berlaku"
"Politeknik Pembangunan Pertanian Medan","Teknologi Produksi Tanaman Perkebunan","D-IV","","7943/SK/BAN-PT/Akred/ST/XII/2020","2020","Baik","2025-12-01","Masih berlaku"
"Akademi Manajemen Informatika Dan Komputer Sigma","Manajemen Informatika","D-I","02","7968/SK/BAN-PT/Ak-PPJ/Dipl-I/XII/2020","2020","C","2025-07-11","Masih berlaku"
"Universitas Islam Negeri Sulthan Syarif Kasim","Ahwal Al-Syakhshiyah","S2","","7975/SK/BAN-PT/Ak-PPJ/M/XII/2020","2020","B","2025-09-04","Masih berlaku"
"Universitas Abulyatama","Ekonomi Pembangunan","S1","13","7974/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","B","2025-09-13","Masih berlaku"
"Universitas Katolik Soegijapranata","Psikologi Profesi","S2","06","7969/SK/BAN-PT/Ak-PPJ/M/XII/2020","2020","B","2025-09-27","Masih berlaku"
"Universitas Katolik Soegijapranata","Manajemen","S2","06","7972/SK/BAN-PT/Ak-PPJ/M/XII/2020","2020","B","2025-09-27","Masih berlaku"
"Sekolah Tinggi Agama Islam Sangatta Kutai Timur","Pendidikan Agama Islam","S1","","7970/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","B","2025-11-15","Masih berlaku"
"Universitas Mathla`ul Anwar","Ilmu Pemerintahan","S1","04","7971/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","C","2025-11-15","Masih berlaku"
"Universitas Pembangunan Nasional Veteran Jakarta","Teknik Mesin","S1","","7885/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","B","2025-11-29","Masih berlaku"
"STMIK Akakom","Teknik Informatika","S1","05","7889/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","B","2025-11-29","Masih berlaku"
"Politeknik Negeri Malang","Manajemen Pemasaran","D-IV","","7862/SK/BAN-PT/Ak-PPJ/ST/XII/2020","2020","B","2025-11-29","Masih berlaku"
"Politeknik Negeri Malang","Teknik Otomotif Elektronik","D-IV","","7859/SK/BAN-PT/Ak-PPJ/ST/XII/2020","2020","B","2025-11-29","Masih berlaku"
"Universitas Gadjah Mada","Psikologi","S1","","7844/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","A","2025-11-29","Masih berlaku"
"Sekolah Tinggi Ilmu Maritim Mutiara Jaya Lampung","Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan","D-III","02","7919/SK/BAN-PT/Ak-PPJ/Dipl-III/XII/2020","2020","C","2025-11-29","Masih berlaku"
"Universitas PEPABRI Makassar","Arsitektur","S1","09","7951/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","C","2025-11-29","Masih berlaku"
"Universitas PEPABRI Makassar","Ilmu Administrasi Niaga","S1","09","7888/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","B","2025-11-29","Masih berlaku"
"Akademi Sekretari Dan Manajemen Lepisi","Manajemen Administrasi Akuntansi","D-III","04","7928/SK/BAN-PT/Ak-PPJ/Dipl-III/XII/2020","2020","C","2025-11-29","Masih berlaku"
"Universitas Negeri Semarang","Pendidikan Ekonomi","S1","","7840/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","A","2025-11-29","Masih berlaku"
"Universitas Negeri Semarang","Pendidikan Geografi","S1","","7842/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","A","2025-11-29","Masih berlaku"
"Universitas Teknologi Yogyakarta","Bahasa Inggris","D-III","05","7898/SK/BAN-PT/Ak-PPJ/Dipl-III/XII/2020","2020","B","2025-11-29","Masih berlaku"
"Universitas Kristen Indonesia","Teknik Mesin","S1","03","7909/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","B","2025-11-29","Masih berlaku"
"Sekolah Tinggi Teknologi Wastukancana","Teknik Mesin","S1","04","7930/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","C","2025-11-29","Masih berlaku"
"Universitas Pandanaran","Teknik Sipil","D-III","06","7944/SK/BAN-PT/Ak-PPJ/Dipl-III/XII/2020","2020","C","2025-11-29","Masih berlaku"
"Universitas Islam Madura","Agrobisnis Perikanan","S1","07","7938/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","C","2025-11-29","Masih berlaku"
"Universitas WR Supratman","Akuntansi","S1","07","7906/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","B","2025-11-29","Masih berlaku"
"Sekolah Tinggi Ilmu Hukum Jenderal Sudirman","Ilmu Hukum","S1","07","7931/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","C","2025-11-29","Masih berlaku"
"Universitas Bina Darma Palembang","Manajemen","S1","02","7871/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","B","2025-11-29","Masih berlaku"
"Universitas Tridinanti","Agroteknologi","S1","02","7887/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","B","2025-11-29","Masih berlaku"
"Universitas Sisingamangaraja XII Tapanuli Utara","Pendidikan Matematika","S1","01","7894/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","B","2025-11-29","Masih berlaku"
"Universitas Andalas","Akuntansi","S1","","7841/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","A","2025-11-29","Masih berlaku"
"Politeknik Negeri Padang","Manajemen Informatika","D-III","","7868/SK/BAN-PT/Ak-PPJ/Dipl-III/XII/2020","2020","B","2025-11-29","Masih berlaku"
"Universitas Ibrahimy Sukorejo Situbondo","Budidaya Perikanan","D-III","07","7877/SK/BAN-PT/Ak-PPJ/Dipl-III/XII/2020","2020","B","2025-11-29","Masih berlaku"
"Unversitas Mitra Indonesia","Manajemen Industri","D-III","02","7948/SK/BAN-PT/Ak-PPJ/Dipl-III/XII/2020","2020","C","2025-11-29","Masih berlaku"
"Institut Agama Islam (IAI) Al-Aziziyah Samalanga Biereun Aceh","Ahwal Al-Syakhshiyyah","S1","","7907/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","B","-","Masih berlaku"
"Institut Hindu Dharma Negeri Denpasar","Filsafat Hindu","S1","","7836/SK/BAN-PT/Ak-PKP/S/XII/2020","2020","Baik","2025-12-01","Masih berlaku"
"STT Bala Keselamatan Palu","Teologi","S2","","7834/SK/BAN-PT/Ak-PKP/M/XII/2020","2020","C","2025-12-01","Masih berlaku"
"Universitas Al Asyariah Mandar","Agribisnis","S1","09","7949/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","C","2025-02-01","Masih berlaku"
"Institut Agama Islam Imam Ghozali (IAIIG) Cilacap","Pendidikan Islam Anak Usia Dini","S1","","7825/SK/BAN-PT/Ak-PKP/S/XII/2020","2020","C","2025-12-01","Masih berlaku"
"Universitas Teknologi Sulawesi Utara","Ekonomi Pembangunan","S1","16","7824/SK/BAN-PT/Ak-PKP/S/XII/2020","2020","C","2025-12-01","Masih berlaku"
"Institut Agama Islam Shalahuddin Al-Ayyubi (INISA) Tambun Bekasi","Pendidikan Bahasa Arab","S1","","8009/SK/BAN-PT/Akred/S/XII/2020","2020","C","2025-12-02","Masih berlaku"
"STAI Pati (STAIP), Jawa Tengah","Ahwal Al-Syakhshiyah","S1","","8005/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-02","Masih berlaku"
"Institut Agama Islam (IAI) Pangeran Diponegoro Nganjuk","Pendidikan Agama Islam","S1","","8007/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-02","Masih berlaku"
"IAIN Bengkulu","Sejarah Peradaban Islam","S1","","8002/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-02","Masih berlaku"
"Universitas Islam Negeri Syarif Hidayatullah","Tadris Bahasa Indonesia","S1","","8003/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-02","Masih berlaku"
"Universitas Islam Negeri Walisongo Semarang","Ekonomi Syariah (Ekonomi Islam)","S1","","7999/SK/BAN-PT/Akred/S/XII/2020","2020","A","2025-12-02","Masih berlaku"
"Universitas Prima Indonesia","Teknik Informatika","S1","01","8004/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-02","Masih berlaku"
"Politeknik Harapan Bersama","Teknik Elektronika","D-III","06","8015/SK/BAN-PT/Akred/Dipl-III/XII/2020","2020","B","2025-12-02","Masih berlaku"
"Politeknik Negeri Jember","Teknik Komputer","D-III","","8000/SK/BAN-PT/Akred/Dipl-III/XII/2020","2020","A","2025-12-02","Masih berlaku"
"Universitas Ngudi Waluyo","Teknik Informatika","S1","06","8010/SK/BAN-PT/Akred/S/XII/2020","2020","C","2025-12-02","Masih berlaku"
"Institut Agama Islam Negeri Ponorogo","Manajemen Zakat Dan Wakaf","S1","","8006/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-02","Masih berlaku"
"Sekolah Tinggi Pesantren Darunna'im Lebak Banten","Bimbingan Dan Konseling Pendidikan Islam","S1","","8011/SK/BAN-PT/Akred/S/XII/2020","2020","C","2025-12-02","Masih berlaku"
"Universitas Hasanuddin","Manajemen Perkotaan","S2","","8016/SK/BAN-PT/Akred/M/XII/2020","2020","A","2025-12-02","Masih berlaku"
"Institut Agama Islam Negeri Kediri","Tadris Bahasa Inggris","S1","","8001/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-02","Masih berlaku"
"Institut Agama Kristen Negeri Ambon","Agama Dan Budaya","S1","","8008/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-02","Masih berlaku"
"Universitas Islam Negeri Raden Fatah Palembang","Ilmu Al-Qur'an Dan Tafsir","S1","","7998/SK/BAN-PT/Akred/S/XII/2020","2020","A","2025-12-02","Masih berlaku"
"Politeknik Negeri Indramayu","Rekayasa Perangkat Lunak","D-IV","","7746/SK/BAN-PT/Akred/ST/XII/2020","2020","C","2025-12-02","Masih berlaku"
"Universitas Nusa Nipa","Hukum","S1","15","8013/SK/BAN-PT/Akred/S/XII/2020","2020","Baik","2025-12-02","Masih berlaku"
"Universitas Nahdlatul Ulama Lampung","Pemanfaatan Sumber Daya Perikanan","S1","02","8012/SK/BAN-PT/Akred/S/XII/2020","2020","Baik","2025-12-02","Masih berlaku"
"Universitas HKBP Nommensen Pematangsiantar","Pendidikan Matematika","S1","01","8014/SK/BAN-PT/Akred/S/XII/2020","2020","Baik","2025-12-02","Masih berlaku"
"Institut Agama Islam Negeri Ternate","Muamalah","S1","","8018/SK/BAN-PT/Ak-PPJ/S/XII/2020","2020","B","2025-11-01","Masih berlaku"
"Universitas Muhammadiyah Palembang","Pendidikan Bahasa","S1","02","7986/SK/BAN-PT/Ak-PNB/S/XII/2020","2020","B","2025-04-07","Masih berlaku"
"Universitas Muhammadiyah Palembang","Hukum","S2","02","7981/SK/BAN-PT/Ak-PNB/M/XII/2020","2020","B","2025-07-11","Masih berlaku"
"Universitas Muhammadiyah Palembang","Teknologi Pangan","S1","02","7980/SK/BAN-PT/Ak-PNB/S/XII/2020","2020","B","2022-12-05","94 hari lagi kadaluarsa"
"Universitas Muhammadiyah Palembang","Hukum","S1","02","7978/SK/BAN-PT/Ak-PNB/S/XII/2020","2020","A","2025-09-15","Masih berlaku"
"Institut Desain Dan Bisnis Bali","Desain Komunikasi Visual","S1","08","7979/SK/BAN-PT/Ak-PNB/S/XII/2020","2020","B","2023-03-13","Masih berlaku"
"Institut Desain Dan Bisnis Bali","Desain Interior","S1","08","7987/SK/BAN-PT/Ak-PNB/S/XII/2020","2020","B","2024-07-09","Masih berlaku"
"Institut Desain Dan Bisnis Bali","Desain Interior","D-III","08","7989/SK/BAN-PT/Ak-PNB/Dipl-III/XII/2020","2020","C","2025-03-18","Masih berlaku"
"Institut Agama Islam Yasni Bungo","Pendidikan Guru Madrasah Ibtidaiyah (PGMI)","S1","","7982/SK/BAN-PT/Ak-PNB/S/XII/2020","2020","B","2025-10-27","Masih berlaku"
"Institut Agama Islam Sultan Muhammad Syafiuddin Sambas","Pendidikan Agama Islam","S2","","13615/SK/BAN-PT/Akred/M/XII/2021","2021","Baik","2026-12-23","Masih berlaku"
"Universitas Sebelas Maret","Teknik Kimia","S1","","12094/SK/BAN-PT/Ak-PPJ/S/XI/2021","2021","Unggul","2026-11-02","Masih berlaku"
"Universitas Tidar","Teknik Elektro","S1","","1152/SK/BAN-PT/Akred/S/III/2021","2021","Baik","2026-03-02","Masih berlaku"
"Universitas Al Washliyah","Teknik Informatika","S1","01","1190/SK/BAN-PT/Akred/S/III/2021","2021","Baik","2026-03-02","Masih berlaku"
"Universitas Tidar","Pendidikan Biologi","S1","","1189/SK/BAN-PT/Akred/S/III/2021","2021","Baik","2026-03-02","Masih berlaku"
"Universitas Selamat Sri","Akuntansi","S1","06","1171/SK/BAN-PT/Akred/S/III/2021","2021","Baik","2026-03-02","Masih berlaku"
"Universitas Islam Riau","Pendidikan Jasmani, Kesehatan & Rekreasi","S1","10","1157/SK/BAN-PT/Akred/S/III/2021","2021","Baik","2026-03-02","Masih berlaku"
"Politeknik Unggul LP3M","Komputerisasi Akuntansi","D-III","01","1162/SK/BAN-PT/Akred/Dipl-III/III/2021","2021","Baik","2026-03-02","Masih berlaku"
"Universitas Islam As-syafiiyah","Teknik Mesin","S1","03","1182/SK/BAN-PT/Akred/S/III/2021","2021","Baik","2026-03-02","Masih berlaku"
"Universitas Mitra Karya","Manajemen Informatika","D-III","04","1165/SK/BAN-PT/Akred/Dipl-III/III/2021","2021","Baik","2026-03-02","Masih berlaku"
"Institut Teknologi Dan Sains Nahdlatul Ulama Pasuruan","Desain Komunikasi Visual","S1","07","1179/SK/BAN-PT/Akred/S/III/2021","2021","Baik","2026-03-02","Masih berlaku"
"Sekolah Tinggi Ilmu Ekonomi Bangkinang","Akuntansi","S1","10","1173/SK/BAN-PT/Akred/S/III/2021","2021","Baik","2026-03-02","Masih berlaku"
"Universitas Simalungun","Akuntansi","S1","01","1196/SK/BAN-PT/Akred/S/III/2021","2021","Baik","2026-03-02","Masih berlaku"
"Politeknik Ahli Usaha Perikanan","Teknologi Pengelolaan Sumberdaya Perairan","D-IV","","1200/SK/BAN-PT/Akred/ST/III/2021","2021","Baik","2026-03-02","Masih berlaku"
"Universitas Dumoga Kotamobagu","Agroteknologi","S1","16","1178/SK/BAN-PT/Akred/S/III/2021","2021","Baik","2026-03-02","Masih berlaku"
"Universitas Kristen Wira Wacana Sumba","Pendidikan Biologi","S1","15","1194/SK/BAN-PT/Akred/S/III/2021","2021","Baik","2026-03-02","Masih berlaku"
"Institut Teknologi Sumatera","Teknik Informatika","S1","","8083/SK/BAN-PT/Akred/S/XII/2020","2020","C","2025-12-08","Masih berlaku"
"STAI Al-Aqidah Al-Hasyimiyah Jakarta, Jakarta Timur","Pendidikan Guru Madrasah Ibtidaiyah","S1","","8091/SK/BAN-PT/Akred/S/XII/2020","2020","C","2025-12-08","Masih berlaku"
"Institut Agama Islam (IAI) Al-Khoziny","Pendidikan Agama Islam","S1","","8082/SK/BAN-PT/Akred/S/XII/2020","2020","C","2025-12-08","Masih berlaku"
"Universitas Islam Negeri Sultan Syarif Kasim","Ekonomi Syariah","S2","","8068/SK/BAN-PT/Akred/M/XII/2020","2020","B","2025-12-08","Masih berlaku"
"STT Injili Indonesia Medan","Teologi (Akademik)","S1","","8086/SK/BAN-PT/Akred/S/XII/2020","2020","C","2025-12-08","Masih berlaku"
"Sekolah Tinggi Ekonomi Islam Masyarakat Madani, Pamekasan Jawa Timur","Ekonomi Syariah","S1","","8093/SK/BAN-PT/Akred/S/XII/2020","2020","C","2025-12-08","Masih berlaku"
"Universitas Abdurrab","Teknik Informatika","S1","10","8067/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"Sekolah Tinggi Ilmu Tarbiyah Nusantara Bekasi","Manajemen Pendidikan Islam","S1","","8102/SK/BAN-PT/Akred/S/XII/2020","2020","C","2025-12-08","Masih berlaku"
"STAI Al-Ma`arif Ciamis","Manajemen Pendidikan Islam","S1","","8108/SK/BAN-PT/Akred/S/XII/2020","2020","C","2025-12-08","Masih berlaku"
"Institut Agama Islam Negeri Lhokseumawe","Bimbingan Dan Konseling Islam","S1","","8058/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"STAI Miftahul Huda Pamanukan Subang","Pendidikan Agama Islam","S1","","8063/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"Universitas Islam Nahdlatul Ulama Jepara","Sistem Informasi","S1","06","8065/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"STT Pelita Hati","Pendidikan Agama Kristen","S1","","8105/SK/BAN-PT/Akred/S/XII/2020","2020","C","2025-12-08","Masih berlaku"
"Institut Agama Islam Qomaruddin Gresik","Perbankan Syariah","S1","","8089/SK/BAN-PT/Akred/S/XII/2020","2020","C","2025-12-08","Masih berlaku"
"Universitas Islam Negeri Ar-Raniry Banda Aceh","Komunikasi Dan Penyiaran Islam","S1","","8054/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"Institut Agama Islam Darul Da'wah Wal Irsyad Polewali Mandar","Pendidikan Guru Madrasah Ibtidaiyah","S1","","8077/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"Universitas Islam Negeri Alauddin","Akuntansi","S1","","8047/SK/BAN-PT/Akred/S/XII/2020","2020","A","2025-12-08","Masih berlaku"
"Universitas Islam Negeri Alauddin","Manajemen","S1","","8051/SK/BAN-PT/Akred/S/XII/2020","2020","A","2025-12-08","Masih berlaku"
"IAIN Palangkaraya","Sejarah Peradaban Islam","S1","","8073/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"Universitas Islam Negeri Ar-Raniry Banda Aceh","Manajemen Pendidikan Islam","S1","","8048/SK/BAN-PT/Akred/S/XII/2020","2020","A","2025-12-08","Masih berlaku"
"IAIN Langsa","Pendidikan Agama Islam","S2","","8060/SK/BAN-PT/Akred/M/XII/2020","2020","B","2025-12-08","Masih berlaku"
"Universitas Islam Negeri Ar-Raniry Banda Aceh","Biologi","S1","","8057/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"Universitas Islam Negeri Ar-Raniry Banda Aceh","Kimia","S1","","8056/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"Institut Agama Islam Darullughah Wadda'wah Bangil, Pasuruan","Bimbingan Dan Konseling Islam","S1","","8072/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"Universitas Islam Negeri Maulana Malik Ibrahim","Tadris Matematika","S1","","8080/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"STAI Ahsanta Jambi","Hukum Tatanegara (syiasah)","S1","","8074/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"STAI Sangatta","Hukum Keluarga (Ahwal Syakhsiyyah)","S1","","8103/SK/BAN-PT/Akred/S/XII/2020","2020","C","2025-12-08","Masih berlaku"
"Universitas Islam Negeri Walisongo Semarang","Aqidah Dan Filsafat Islam","S1","","8049/SK/BAN-PT/Akred/S/XII/2020","2020","A","2025-12-08","Masih berlaku"
"Akademi Pariwisata Pertiwi","Pengelolaan Konvensi Dan Acara","D-IV","03","8087/SK/BAN-PT/Akred/ST/XII/2020","2020","C","2025-12-08","Masih berlaku"
"Universitas Muslim Indonesia","Sastra Inggris","S1","09","8052/SK/BAN-PT/Akred/S/XII/2020","2020","A","2025-12-08","Masih berlaku"
"Universitas Islam Negeri Walisongo Semarang","Fisika","S1","","8059/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"Universitas Andalas","Ilmu Komunikasi","S2","","8055/SK/BAN-PT/Akred/M/XII/2020","2020","B","2025-12-08","Masih berlaku"
"STMIK Primakara","Sistem Informasi","S1","08","8070/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"Institut Agama Islam Nasional Laa Roiba Bogor Jawa Barat","Pendidikan Agama Islam","S1","","8062/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"Institut Agama Islam Negeri Ponorogo","Bimbingan Penyuluhan Islam","S1","","8075/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"STMIK Amik Riau","Sistem Informasi","S1","10","8076/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"STAIN Bengkalis","Perbankan Syariah","S1","","8095/SK/BAN-PT/Akred/S/XII/2020","2020","C","2025-12-08","Masih berlaku"
"STAIN Bengkalis","Hukum Keluarga (Ahwal Al Syakhshiyah)","S1","","8078/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"Universitas Islam Negeri Raden Intan Lampung","Pendidikan Bahasa Inggris","S1","","8053/SK/BAN-PT/Akred/S/XII/2020","2020","A","2025-12-08","Masih berlaku"
"STIT Islamiyah Karya Pembangunan Paron Ngawi","Manajemen Pendidikan Islam","S1","","8097/SK/BAN-PT/Akred/S/XII/2020","2020","C","2025-12-08","Masih berlaku"
"Akademi Kesejahteraan Sosial Ibu Kartini","Tata Rias","D-III","06","8120/SK/BAN-PT/Akred/Dipl-III/XII/2020","2020","C","2025-12-08","Masih berlaku"
"Universitas Islam Negeri Sunan Gunung Djati","Pendidikan Bahasa Inggris","S1","","8050/SK/BAN-PT/Akred/S/XII/2020","2020","A","2025-12-08","Masih berlaku"
"STAI An-Nadwah Kuala Tungkal, Jambi","Komunikasi Dan Penyiaran Islam","S1","","8079/SK/BAN-PT/Akred/S/XII/2020","2020","B","2025-12-08","Masih berlaku"
"STP- IPI Malang","Pastoral","S2","","8096/SK/BAN-PT/Akred/M/XII/2020","2020","C","2025-12-08","Masih berlaku"
"Sekolah Tinggi Ilmu Tarbiyah Al-Ihsan Baleendah Bandung Jawa Barat","Manajemen Pendidikan Islam","S1","","8099/SK/BAN-PT/Akred/S/XII/2020","2020","C","2025-12-08","Masih berlaku"
"Sekolah Tinggi Teknik Malang","Teknik Elektro","S1","07","8098/SK/BAN-PT/Akred/S/XII/2020","2020","Baik","2025-12-08","Masih berlaku"
"Sekolah Tinggi Manajemen Informatika Dan Komputer Bina Adinata","Sistem Informasi","S1","09","8110/SK/BAN-PT/Akred/S/XII/2020","2020","Baik","2025-12-08","Masih berlaku"
"STMIK Dumai","Teknik Informatika","S1","10","8085/SK/BAN-PT/Akred/S/XII/2020","2020","Baik","2025-12-08","Masih berlaku"
"Politeknik Gunakarya Indonesia Bekasi","Teknik Elektro","D-III","04","8094/SK/BAN-PT/Akred/Dipl-III/XII/2020","2020","Baik","2025-12-08","Masih berlaku"
"Universitas Sampoerna","Desain Komunikasi Visual","S1","03","8081/SK/BAN-PT/Akred/S/XII/2020","2020","Baik","2025-12-08","Masih berlaku"
